,ID,sjje_per_month,month_amount,year_amount,zijin
184,2022008.0,597134.1666666667,29648036.0,94216981.0,4300
185,2022008.0,720516.1666666667,27030243.0,121247225.0,4300
186,2022008.0,676841.5,22167149.0,143414374.0,4300
187,2022008.0,596825.5,27241451.0,170655825.0,4300
188,2022008.0,615470.5,27064676.0,197720501.0,4300
189,2022008.0,598341.8333333334,26256957.0,223977458.0,4300
190,2022008.0,623878.8333333334,25174072.0,249151530.0,4300
191,2022008.0,494532.8333333334,32348185.0,281499714.0,4300
192,2022009.0,287613.6666666667,3925140.0,41597282.0,6756.96
193,2022009.0,290742.6666666667,3542404.0,3542404.0,6756.96
194,2022009.0,369831.6666666667,2679205.0,6221609.0,6756.96
195,2022009.0,398502.0,3511975.0,9733584.0,6756.96
196,2022009.0,375872.0,3805173.0,13538758.0,6756.96
197,2022009.0,347294.0,3563585.0,17102342.0,6756.96
198,2022009.0,345984.0,3248249.0,20350591.0,6756.96
199,2022009.0,427604.0,3421128.0,23771719.0,6756.96
200,2022009.0,343471.0,4299929.0,28071648.0,6756.96
201,2022009.0,336611.6666666667,2859846.0,30931494.0,6756.96
202,2022009.0,352553.6666666667,3735633.0,34667127.0,6756.96
203,2022009.0,331378.6666666667,3383561.0,38050688.0,6756.96
204,2022009.0,297694.6666666667,3319295.0,41369983.0,6756.96
205,2022009.0,284527.6666666667,2614714.0,2614714.0,6756.96
206,2022009.0,346280.6666666667,2432297.0,5047012.0,6756.96
207,2022009.0,303330.3333333334,3212580.0,8259591.0,6756.96
208,2022009.0,315774.3333333334,2724028.0,10983619.0,6756.96
209,2022009.0,306128.3333333334,3506765.0,14490384.0,6756.96
210,2022009.0,242248.6666666667,2762955.0,17253340.0,6756.96
211,2022009.0,252908.6666666667,2049735.0,19303075.0,6756.96
212,2022009.0,304415.6666666667,2382510.0,21685585.0,6756.96
213,2022009.0,278018.6666666667,2628674.0,24314259.0,6756.96
214,2022009.0,235032.66666666666,2271979.0,26586238.0,6756.96
215,2022009.0,228129.66666666666,2247239.0,28833477.0,6756.96
216,2022009.0,79134.0,2309338.0,31142816.0,6756.96
217,2022009.0,40211.0,1860087.0,1860087.0,6756.96
218,2022009.0,20757.0,1444264.5,2374308.0,6756.96
219,2022009.0,18455.0,840409.0,3705197.0,6756.96
220,2022009.0,13908.0,724403.0,4429600.0,6756.96
221,2022009.0,22311.0,773691.0,5203291.0,6756.96
222,2022009.0,18719.0,785524.0,5988815.0,6756.96
223,2022009.0,593220.0,848456.0,6837271.0,6756.96
224,2022009.0,33145.0,3911844.3333333335,9921636.666666666,6756.96
225,2022009.0,44494.0,528376.0,17467199.0,6756.96
226,2022009.0,20523.0,779109.0,18246308.0,6756.96
227,2022009.0,27671.0,617556.0,18863864.0,6756.96
228,2022009.0,180096.0,629862.0,19493726.0,6756.96
229,2022009.0,131751.0,865693.0,865693.0,6756.96
230,2022009.0,174530.0,155931.0,1021623.0,6756.96
231,2022009.0,63679.666666666664,1068599.0,2090222.0,6756.96
232,2022009.0,20653.666666666668,1007872.0,3098095.0,6756.96
233,2022009.0,27240.666666666668,333539.0,3431633.0,6756.96
234,2022009.0,348962.6666666667,663514.0,4095147.0,6756.96
235,2022009.0,166215.66666666666,3427211.0,7522358.0,6756.96
236,2022009.0,165315.66666666666,796145.0,8318503.0,6756.96
237,2022009.0,350908.6666666667,993551.0,9312055.0,6756.96
238,2022009.0,120782.66666666667,3471484.0,12783539.0,6756.96
239,2022009.0,125427.66666666667,434153.0,13217692.0,6756.96
240,2022012.0,244089.0,20398905.0,265872126.0,7346.1
241,2022012.0,215574.0,22179522.0,22179522.0,7346.1
242,2022012.0,227044.0,18689334.0,40868857.0,7346.1
243,2022012.0,278383.0,22254088.0,63122944.0,7346.1
244,2022012.0,306890.0,22301699.0,85424644.0,7346.1
245,2022012.0,883804.0,26499708.0,111924352.0,7346.1
246,2022012.0,772679.3333333333,26723316.0,138647669.0,7346.1
247,2022012.0,535797.3333333333,27449277.0,166096945.0,7346.1
248,2022012.0,582965.3333333333,26832978.0,192929923.0,7346.1
249,2022012.0,199607.0,20511767.0,213441690.0,7346.1
250,2022012.0,171401.0,13819077.0,227260767.0,7346.1
251,2022012.0,151346.0,14336143.0,241596910.0,7346.1
252,2022012.0,180631.91666666666,15515073.0,257111983.0,7346.1
253,2022012.0,141512.91666666666,17787196.0,17787196.0,7346.1
254,2022012.0,159782.91666666666,12374725.0,30161921.0,7346.1
255,2022012.0,226494.58333333334,18418644.0,48580565.0,7346.1
256,2022012.0,275562.5833333333,20404235.0,68984800.0,7346.1
257,2022012.0,459581.5833333333,17298548.0,86283348.0,7346.1
258,2022012.0,659294.5833333334,16091571.0,102374919.0,7346.1
259,2022012.0,569141.5833333333,19082074.0,121456993.0,7346.1
260,2022012.0,569592.5833333334,20626018.0,142083011.0,7346.1
261,2022012.0,302357.9166666667,19236636.0,161319648.0,7346.1
262,2022012.0,306327.9166666667,17106322.0,178425969.0,7346.1
263,2022012.0,312613.9166666667,18524693.0,196950662.0,7346.1
264,2022012.0,258171.41666666666,19336835.0,216287497.0,7346.1
265,2022012.0,255975.41666666666,16662016.0,16662016.0,7346.1
266,2022012.0,270602.4166666666,11572932.0,28234947.0,7346.1
267,2022012.0,119987.41666666667,20993999.0,49228946.0,7346.1
268,2022012.0,197783.41666666666,17199002.0,66427949.0,7346.1
269,2022012.0,156097.41666666666,17326168.0,83754117.0,7346.1
270,2022012.0,97743.41666666667,10117681.0,93871797.0,7346.1
271,2022012.0,53537.416666666664,9190348.0,103062145.0,7346.1
272,2022012.0,82417.41666666667,8789009.0,111851154.0,7346.1
273,2022012.0,88592.41666666667,11037765.0,122888918.0,7346.1
274,2022012.0,213302.41666666666,10890447.0,133779365.0,7346.1
275,2022012.0,82251.41666666667,10441231.0,144220596.0,7346.1
276,2022012.0,148848.75,12347225.0,156567821.0,7346.1
277,2022012.0,134213.75,15487909.0,15487909.0,7346.1
278,2022012.0,166215.75,14008482.0,29496391.0,7346.1
279,2022012.0,99594.08333333333,13857360.0,43353751.0,7346.1
280,2022012.0,679446.0833333334,14419398.0,57773149.0,7346.1
281,2022012.0,148659.08333333334,18592300.0,76365450.0,7346.1
282,2022012.0,115488.41666666667,20318405.0,96683854.0,7346.1
283,2022012.0,168866.41666666666,22327197.0,119011052.0,7346.1
284,2022012.0,149706.4166666667,21668304.0,140679356.0,7346.1
285,2022012.0,104244.08333333334,18987770.0,159667126.0,7346.1
286,2022012.0,83109.08333333333,15413160.0,175080287.0,7346.1
287,2022012.0,128799.08333333333,17792617.0,192872904.0,7346.1
288,2022013.0,5500257.583333334,132666990.0,1335179218.0,30191.1
289,2022013.0,6142701.583333333,107214200.0,107214200.0,30191.1
290,2022013.0,5107070.583333333,134440295.0,241654495.0,30191.1
291,2022013.0,4954602.583333333,117524406.0,359178900.0,30191.1
292,2022013.0,5658060.583333333,115287860.0,474466760.0,30191.1
293,2022013.0,3036378.4404761903,111114801.0,585581561.0,30191.1
294,2022013.0,12524226.773809524,90893959.0,676475520.0,30191.1
295,2022013.0,3783541.773809524,140431711.0,816907231.0,30191.1
296,2022013.0,3511970.773809524,111282480.0,928189711.0,30191.1
297,2022013.0,8673044.44047619,113564283.0,1041753994.0,30191.1
298,2022013.0,8052708.44047619,122417223.0,1164171217.0,30191.1
299,2022013.0,14438664.440476192,121728116.0,1285899333.0,30191.1
300,2022013.0,8182532.166666667,161213895.0,1447113228.0,30191.1
301,2022013.0,6279728.166666667,155066253.0,155066253.0,30191.1
302,2022013.0,8827910.166666666,129954068.0,285020321.0,30191.1
303,2022013.0,3654553.8333333335,141211825.0,426232146.0,30191.1
304,2022013.0,4457442.833333333,101992529.0,528224675.0,30191.1
305,2022013.0,4622804.833333333,123678390.0,651903065.0,30191.1
306,2022013.0,10584414.166666666,99700040.0,751603105.0,30191.1
307,2022013.0,3885664.1666666665,139883393.0,891486499.0,30191.1
308,2022013.0,6107515.166666667,110635866.0,1002122364.0,30191.1
309,2022013.0,7737398.5,123196235.0,1125318599.0,30191.1
310,2022013.0,8112735.5,127507677.0,1252826276.0,30191.1
311,2022013.0,11383370.5,132896045.0,1385722321.0,30191.1
312,2022013.0,5406350.166666667,165667346.0,1551389667.0,30191.1
313,2022013.0,1676941.1666666665,156358202.0,156358202.0,30191.1
314,2022013.0,3650919.1666666665,32350065.0,188708267.0,30191.1
315,2022013.0,3760711.5,96730418.0,285438685.0,30191.1
316,2022013.0,11849095.5,102061439.0,387500125.0,30191.1
317,2022013.0,3920956.5,157218429.0,544718554.0,30191.1
318,2022013.0,7673598.833333333,115930139.0,660648692.0,30191.1
319,2022013.0,7339783.833333333,147972959.0,808621651.0,30191.1
320,2022013.0,2167866.8333333335,147654337.0,956275988.0,30191.1
321,2022013.0,1407843.8333333333,72879410.0,1029155399.0,30191.1
322,2022013.0,1415393.8333333333,19202728.0,1048358127.0,30191.1
323,2022013.0,1401682.8333333333,21304927.0,1069663054.0,30191.1
324,2022013.0,2472919.6666666665,14548391.0,1084211445.0,30191.1
325,2022013.0,2471113.6666666665,15260063.0,15260063.0,30191.1
326,2022013.0,2465966.6666666665,15759236.0,31019300.0,30191.1
327,2022013.0,1556027.0,14762232.0,45781532.0,30191.1
328,2022013.0,1557679.0,12958338.0,58739870.0,30191.1
329,2022013.0,1555221.0,13771425.0,72511295.0,30191.1
330,2022013.0,1695530.0,13601444.0,86112739.0,30191.1
331,2022013.0,1707711.0,14480835.0,100593574.0,30191.1
332,2022013.0,1696456.0,15229410.0,115822984.0,30191.1
333,2022013.0,1771582.6666666667,14259001.0,130081986.0,30191.1
334,2022013.0,1557271.6666666667,13741611.0,143823597.0,30191.1
335,2022013.0,1557233.6666666667,14496386.0,158319982.0,30191.1
336,2022016.0,39827.666666666664,0.0,6367902.0,5950
337,2022016.0,39618.666666666664,0.0,0.0,5950
338,2022016.0,38930.666666666664,0.0,0.0,5950
339,2022016.0,39184.666666666664,0.0,0.0,5950
340,2022016.0,39184.666666666664,0.0,0.0,5950
341,2022016.0,39184.666666666664,0.0,0.0,5950
342,2022016.0,18027.666666666668,0.0,0.0,5950
343,2022016.0,37218.66666666667,0.0,0.0,5950
344,2022016.0,35752.666666666664,0.0,0.0,5950
345,2022016.0,35752.666666666664,0.0,0.0,5950
346,2022016.0,35752.666666666664,0.0,0.0,5950
347,2022016.0,35752.666666666664,0.0,0.0,5950
348,2022016.0,35752.666666666664,0.0,0.0,5950
349,2022016.0,35752.666666666664,0.0,0.0,5950
350,2022016.0,35752.66666666667,0.0,0.0,5950
351,2022016.0,35752.66666666667,0.0,0.0,5950
352,2022016.0,35752.66666666667,0.0,0.0,5950
353,2022016.0,35752.666666666664,0.0,0.0,5950
354,2022016.0,35752.666666666664,0.0,0.0,5950
355,2022016.0,35752.666666666664,0.0,0.0,5950
356,2022016.0,35752.66666666667,0.0,0.0,5950
357,2022016.0,35752.66666666667,0.0,0.0,5950
358,2022016.0,35752.66666666667,0.0,0.0,5950
359,2022016.0,35752.66666666667,0.0,0.0,5950
360,2022016.0,35752.66666666667,0.0,0.0,5950
361,2022016.0,35752.66666666667,0.0,0.0,5950
362,2022016.0,35752.666666666664,0.0,0.0,5950
363,2022016.0,35752.666666666664,0.0,0.0,5950
364,2022016.0,35752.666666666664,0.0,0.0,5950
365,2022018.0,83936.33333333333,2361621.0,14897311.0,8200
366,2022018.0,152714.33333333334,803942.0,803942.0,8200
367,2022018.0,108749.33333333333,1067321.0,1871263.0,8200
368,2022018.0,75122.33333333333,1632190.0,3503453.0,8200
369,2022018.0,81882.33333333334,795525.0,4298978.0,8200
370,2022018.0,75755.33333333333,1044548.0,5343525.0,8200
371,2022018.0,76111.0,941020.0,6284545.0,8200
372,2022018.0,82754.0,580505.0,6865050.0,8200
373,2022018.0,133508.0,626000.0,7491051.0,8200
374,2022018.0,126928.33333333333,1597645.0,9088695.0,8200
375,2022018.0,76354.33333333333,1063674.0,10152370.0,8200
376,2022018.0,212174.3333333333,735418.0,10887787.0,8200
377,2022018.0,94171.5,2706996.0,13594783.0,8200
378,2022018.0,93747.5,1084446.0,1084446.0,8200
379,2022018.0,110214.5,782429.0,1866875.0,8200
380,2022018.0,62791.166666666664,1526606.0,3393481.0,8200
381,2022018.0,51468.166666666664,743659.0,4137140.0,8200
382,2022018.0,62361.166666666664,895689.0,5032829.0,8200
383,2022018.0,76178.16666666667,1062695.0,6095524.0,8200
384,2022018.0,67993.16666666667,668370.0,6763894.0,8200
385,2022018.0,97777.16666666667,650686.0,7414580.0,8200
386,2022018.0,77309.16666666667,1615788.0,9030367.0,8200
387,2022018.0,74569.16666666667,890945.0,9921312.0,8200
388,2022018.0,103388.16666666667,948214.0,10869526.0,8200
389,2022018.0,13467.0,2528161.0,13397687.0,8200
390,2022018.0,7688.0,1052899.0,1052899.0,8200
391,2022018.0,43217.0,1099806.0,7535888.285714285,8200
392,2022018.0,11311.666666666666,1385080.0,2449928.0,8200
393,2022018.0,12164.666666666666,339967.0,2789895.0,8200
394,2022018.0,26019.666666666668,370817.0,3160712.0,8200
395,2022018.0,11985.666666666666,678537.8333333334,2431584.6666666665,8200
396,2022018.0,9938.666666666666,447063.0,4518290.0,8200
397,2022018.0,43254.666666666664,560601.0,5078890.0,8200
398,2022018.0,11738.0,1517702.0,6596593.0,8200
399,2022018.0,12141.0,820276.0,7416869.0,8200
400,2022018.0,36424.0,1121959.25,8940071.75,8200
401,2022018.0,17464.333333333332,2488191.0,10515875.0,8200
402,2022018.0,11660.333333333334,1105548.375,7996552.25,8200
403,2022018.0,36152.333333333336,487443.0,966971.0,8200
404,2022018.0,14085.0,1230846.0,2197817.0,8200
405,2022018.0,10592.0,641042.0,2838859.0,8200
406,2022018.0,34576.0,580575.0,3419434.0,8200
407,2022018.0,61215.0,1026262.0,4445696.0,8200
408,2022018.0,59619.0,353714.0,4799411.0,8200
409,2022018.0,83017.0,157769.0,4957180.0,8200
410,2022018.0,65150.0,912158.0,5869337.0,8200
411,2022018.0,62403.0,215816.0,6085153.0,8200
412,2022018.0,89939.0,142052.0,6227205.0,8200
413,2022019.0,73836.41666666667,2742765.0,35130436.0,500
414,2022019.0,92382.41666666667,2352801.0,2352801.0,500
415,2022019.0,129134.41666666667,3003330.0,5356131.0,500
416,2022019.0,105839.41666666667,1901120.0,7257251.0,500
417,2022019.0,113960.41666666667,2909836.0,10167088.0,500
418,2022019.0,116240.41666666667,3731349.0,13898436.0,500
419,2022019.0,32376.75,3339906.0,17238342.0,500
420,2022019.0,28483.75,2765260.0,20003603.0,500
421,2022019.0,45407.75,2817244.0,22820846.0,500
422,2022019.0,28206.416666666668,3140516.0,25961362.0,500
423,2022019.0,28276.416666666668,4304625.0,30265987.0,500
424,2022019.0,38607.416666666664,3714187.0,33980174.0,500
425,2022019.0,35744.16666666667,5178999.0,39159173.0,500
426,2022019.0,35744.16666666667,7957709.0,7957709.0,500
427,2022019.0,42834.16666666667,4482236.0,12439945.0,500
428,2022019.0,31864.5,4590833.0,17030778.0,500
429,2022019.0,34691.5,4217306.0,21248084.0,500
430,2022019.0,35997.5,5522670.0,26770754.0,500
431,2022019.0,27991.833333333336,4467856.0,31238610.0,500
432,2022019.0,27599.833333333336,4357840.0,35596450.0,500
433,2022019.0,30666.833333333336,3668202.0,39264651.0,500
434,2022019.0,27693.5,3216125.0,42480776.0,500
435,2022019.0,27693.5,4042309.0,46523085.0,500
436,2022019.0,30760.5,4273463.0,50796548.0,500
437,2022019.0,12336.5,6026502.0,56823050.0,500
438,2022019.0,12336.5,7602639.0,7602639.0,500
439,2022019.0,12336.5,622405.0,8225045.0,500
440,2022019.0,15848.166666666666,1467975.0,9693019.0,500
441,2022019.0,12399.166666666666,2849611.0,12542630.0,500
442,2022019.0,13466.166666666666,4496722.0,17039352.0,500
443,2022019.0,13120.5,4153254.0,21192606.0,500
444,2022019.0,13120.5,3719136.0,24911742.0,500
445,2022019.0,13120.5,3941795.0,28853537.0,500
446,2022019.0,16292.5,4158915.0,33012452.0,500
447,2022019.0,16292.5,6351409.0,39363861.0,500
448,2022019.0,16292.5,5313474.0,44677335.0,500
449,2022019.0,20438.416666666664,6229200.0,50906535.0,500
450,2022019.0,20438.416666666664,6151168.0,6151168.0,500
451,2022019.0,20438.416666666664,5691020.0,11842189.0,500
452,2022019.0,56800.08333333333,4731177.0,31099412.25,500
453,2022019.0,202756.0833333333,4536222.0,20797340.0,500
