ID,date,sjje_per_month,month_amount,year_amount
2022003.0,2018-02,216010.0,1895250.0,1895250.0
2022003.0,2018-03,214600.0,2083159.0,3978409.0
2022003.0,2018-04,287974.0,1887410.0,5865819.0
2022003.0,2018-05,306831.0,2259844.0,8125663.0
2022003.0,2018-06,284457.0,2571211.0,10696873.0
2022003.0,2018-07,245597.3333333333,2238945.0,12935819.0
2022003.0,2018-08,209113.3333333333,2378778.0,15314597.0
2022003.0,2018-09,245657.3333333333,2165342.0,17479940.0
2022003.0,2018-10,953973.0,2206636.0,19686576.0
2022003.0,2018-11,401116.0,4065254.0,23751829.0
2022003.0,2018-12,912113.0,1839894.0,25591723.0
2022003.0,2019-01,161562.0,8246980.0,33838704.0
2022003.0,2019-02,137754.0,1990385.0,1990385.0
2022003.0,2019-03,158627.0,1312444.0,3302830.0
2022003.0,2019-04,234991.0,1752918.0,5055748.0
2022003.0,2019-05,233816.0,2675088.0,7730836.0
2022003.0,2019-06,262308.0,2211560.0,9942396.0
2022003.0,2019-07,173038.3333333333,2134036.0,12076432.0
2022003.0,2019-08,142098.3333333333,1751130.0,13827561.0
2022003.0,2019-09,163330.3333333333,2021367.0,15848928.0
2022003.0,2019-10,315983.6666666667,2411680.0,18260608.0
2022003.0,2019-11,365333.6666666667,1487718.0,19748326.0
2022003.0,2019-12,997104.6666666666,2366059.0,22114385.0
2022003.0,2020-01,147320.0,13144475.0,35258860.0
2022003.0,2020-02,91636.0,3141163.0,3141163.0
2022003.0,2020-03,142401.0,382721.0,3523884.0
2022003.0,2020-04,246226.6666666667,6004672.0,9528556.0
2022003.0,2020-05,181941.6666666667,8562223.0,18090779.0
2022003.0,2020-06,748757.6666666667,9925534.0,28016313.0
2022003.0,2020-07,322977.3333333333,18438767.0,46455080.0
2022003.0,2020-08,132077.33333333334,9287800.0,55742881.0
2022003.0,2020-09,137147.33333333334,3590939.5,19532351.285714287
2022003.0,2020-10,337652.0,16022502.0,73676291.0
2022003.0,2020-11,317956.0,10194677.0,83870968.0
2022003.0,2020-12,416918.0,12472927.0,96343896.0
2022003.0,2021-01,236042.33333333334,25881308.0,122225204.0
2022003.0,2021-02,131877.33333333334,14206719.0,14206719.0
2022003.0,2021-03,186339.33333333334,4635980.0,18842699.0
2022003.0,2021-04,244365.6666666667,14501655.0,33344354.0
2022003.0,2021-05,187163.6666666667,15096007.0,48440361.0
2022003.0,2021-06,308779.6666666667,14728617.0,63168979.0
2022003.0,2021-07,194618.66666666666,7814014.0,70982992.0
2022003.0,2021-08,160097.66666666666,4926156.0,75909149.0
2022003.0,2021-09,161110.6666666667,1741961.0,77651109.0
2022003.0,2021-10,281449.0,12897346.0,90548455.0
2022003.0,2021-11,279506.0,11911746.0,102460201.0
2022003.0,2021-12,1719726.0,15298228.0,117758429.0
2022006.0,2018-01,3173861.0,17103181.0,144217887.0
2022006.0,2018-02,2049107.0,21019902.0,21019902.0
2022006.0,2018-03,2017577.0,3757235.0,24777137.0
2022006.0,2018-04,3266446.666666667,4304447.0,29081583.0
2022006.0,2018-05,2084078.6666666667,25534832.0,54616415.0
2022006.0,2018-06,2234698.666666667,6397086.0,61013501.0
2022006.0,2018-07,2882831.333333333,6041016.0,67054517.0
2022006.0,2018-08,2064987.3333333333,24215785.0,91270302.0
2022006.0,2018-09,2107783.3333333335,5261240.0,96531542.0
2022006.0,2018-10,3839689.3333333335,4633975.0,101165518.0
2022006.0,2018-11,2324883.3333333335,29260764.0,130426282.0
2022006.0,2018-12,2882211.333333333,3003048.0,133429329.0
2022006.0,2019-01,2883101.0,13726144.0,147155473.0
2022006.0,2019-02,1761225.0,25368995.0,25368995.0
2022006.0,2019-03,1828298.0,1463779.0,26832775.0
2022006.0,2019-04,2895142.666666667,6735282.0,33568056.0
2022006.0,2019-05,1862608.6666666667,23977167.0,57545223.0
2022006.0,2019-06,2018066.6666666667,1569488.0,59114712.0
2022006.0,2019-07,3597986.0,9476424.0,54224789.5
2022006.0,2019-08,2074062.0,30905080.0,95643552.0
2022006.0,2019-09,2013811.0,5369654.0,101013207.0
2022006.0,2019-10,3982774.3333333335,4213550.0,105226757.0
2022006.0,2019-11,2785678.3333333335,33515910.0,138742667.0
2022006.0,2019-12,3015734.3333333335,43308595.0,182051262.0
2022006.0,2020-01,3370367.0,11937050.0,193988312.0
2022006.0,2020-02,1947775.0,32419463.0,32419463.0
2022006.0,2020-03,2160972.0,349118.0,32768581.0
2022006.0,2020-04,1863885.6666666665,12380248.5,74190075.0
2022006.0,2020-05,2207637.6666666665,6642385.0,44226329.0
2022006.0,2020-06,2224421.6666666665,13024373.0,57250701.0
2022006.0,2020-07,3154276.0,11129540.0,68380242.0
2022006.0,2020-08,2048121.0,31955616.0,100335857.0
2022006.0,2020-09,2124524.0,3021136.0,103356993.0
2022006.0,2020-10,3786860.6666666665,4744670.0,108101663.0
2022006.0,2020-11,2541792.666666667,37166375.0,145268037.0
2022006.0,2020-12,2958520.666666667,4926725.0,150194762.0
2022006.0,2021-01,3614225.6666666665,14206060.0,164400822.0
2022006.0,2021-02,2355717.666666667,28515583.0,28515583.0
2022006.0,2021-03,2792447.6666666665,5621008.0,34136591.0
2022006.0,2021-04,2431451.6666666665,15712108.0,49848699.0
2022006.0,2021-05,2189462.666666667,18017658.0,67866356.0
2022006.0,2021-06,2590527.666666667,7540960.0,75407316.0
2022006.0,2021-07,2683051.0,16299667.0,91706983.0
2022006.0,2021-08,2500485.0,21576589.0,113283572.0
2022006.0,2021-09,2281807.0,13758648.0,127042220.0
2022006.0,2021-10,2665012.333333333,8839704.0,135881924.0
2022006.0,2021-11,3333399.333333333,16214620.0,141617192.0
2022006.0,2021-12,1932692.3333333333,24041523.0,185968955.0
2022008.0,2018-01,4139005.416666667,20294715.0,258717832.0
2022008.0,2018-02,3851902.416666667,20304536.0,20304536.0
2022008.0,2018-03,4408327.416666667,16382195.0,36686731.0
2022008.0,2018-04,1226946.0833333335,63749470.0,100436201.0
2022008.0,2018-05,1057450.0833333335,19539954.0,119976155.0
2022008.0,2018-06,1412926.0833333333,20378516.0,140354671.0
2022008.0,2018-07,1244339.4166666665,22893001.0,163247672.0
2022008.0,2018-08,1097857.4166666665,21227501.0,184475173.0
2022008.0,2018-09,1165500.4166666665,20580207.0,205055380.0
2022008.0,2018-10,1308864.0833333333,22961720.0,228017101.0
2022008.0,2018-11,791914.0833333333,20610903.0,248628004.0
2022008.0,2018-12,1128668.0833333333,19798902.0,268426905.0
2022008.0,2019-01,373605.3333333333,19124284.0,287551189.0
2022008.0,2019-02,692257.3333333334,19212840.0,19212840.0
2022008.0,2019-03,431162.3333333333,16508105.0,35720946.0
2022008.0,2019-04,842216.0,19456509.0,55177455.0
2022008.0,2019-05,918443.0,21862288.0,77039743.0
2022008.0,2019-06,901227.0,23146034.0,100185777.0
2022008.0,2019-07,1129839.0,22920754.0,123106530.0
2022008.0,2019-08,1806404.0,24357594.0,147464124.0
2022008.0,2019-09,1293544.0,24128435.0,171592559.0
2022008.0,2019-10,872144.6666666666,29305417.0,200897977.0
2022008.0,2019-11,598066.6666666666,25743048.0,226641025.0
2022008.0,2019-12,581958.6666666666,25858212.0,252499237.0
2022008.0,2020-01,624071.3333333334,24278873.0,276778110.0
2022008.0,2020-02,633662.3333333334,20894849.0,20894849.0
2022008.0,2020-03,608882.3333333334,13862570.0,34757419.0
2022008.0,2020-04,861581.3333333333,23068653.0,57826072.0
2022008.0,2020-05,852846.3333333333,23160167.0,80986239.0
2022008.0,2020-06,826605.3333333333,23129187.0,104115426.0
2022008.0,2020-07,945220.6666666666,22203931.0,126319357.0
2022008.0,2020-08,911374.6666666666,24090203.0,150409560.0
2022008.0,2020-09,1182480.6666666665,22050333.0,172459893.0
2022008.0,2020-10,239876.6666666667,22667201.0,195127093.0
2022008.0,2020-11,227873.66666666666,20879166.0,216006260.0
2022008.0,2020-12,167146.66666666666,21251028.0,237257288.0
2022008.0,2021-01,596545.1666666667,24173550.0,261430838.0
2022008.0,2021-02,623109.1666666667,25463026.0,25463026.0
2022008.0,2021-03,606031.1666666666,19726229.0,45189255.0
2022008.0,2021-04,605598.1666666667,19379690.0,64568945.0
2022008.0,2021-05,597134.1666666667,29648036.0,94216981.0
2022008.0,2021-06,720516.1666666667,27030243.0,121247225.0
2022008.0,2021-07,676841.5,22167149.0,143414374.0
2022008.0,2021-08,596825.5,27241451.0,170655825.0
2022008.0,2021-09,615470.5,27064676.0,197720501.0
2022008.0,2021-10,598341.8333333334,26256957.0,223977458.0
2022008.0,2021-11,623878.8333333334,25174072.0,249151530.0
2022008.0,2021-12,494532.8333333334,32348185.0,281499714.0
2022009.0,2018-01,287613.6666666667,3925140.0,41597282.0
2022009.0,2018-02,290742.6666666667,3542404.0,3542404.0
2022009.0,2018-03,369831.6666666667,2679205.0,6221609.0
2022009.0,2018-04,398502.0,3511975.0,9733584.0
2022009.0,2018-05,375872.0,3805173.0,13538758.0
2022009.0,2018-06,347294.0,3563585.0,17102342.0
2022009.0,2018-07,345984.0,3248249.0,20350591.0
2022009.0,2018-08,427604.0,3421128.0,23771719.0
2022009.0,2018-09,343471.0,4299929.0,28071648.0
2022009.0,2018-10,336611.6666666667,2859846.0,30931494.0
2022009.0,2018-11,352553.6666666667,3735633.0,34667127.0
2022009.0,2018-12,331378.6666666667,3383561.0,38050688.0
2022009.0,2019-01,297694.6666666667,3319295.0,41369983.0
2022009.0,2019-02,284527.6666666667,2614714.0,2614714.0
2022009.0,2019-03,346280.6666666667,2432297.0,5047012.0
2022009.0,2019-04,303330.3333333334,3212580.0,8259591.0
2022009.0,2019-05,315774.3333333334,2724028.0,10983619.0
2022009.0,2019-06,306128.3333333334,3506765.0,14490384.0
2022009.0,2019-07,242248.6666666667,2762955.0,17253340.0
2022009.0,2019-08,252908.6666666667,2049735.0,19303075.0
2022009.0,2019-09,304415.6666666667,2382510.0,21685585.0
2022009.0,2019-10,278018.6666666667,2628674.0,24314259.0
2022009.0,2019-11,235032.66666666666,2271979.0,26586238.0
2022009.0,2019-12,228129.66666666666,2247239.0,28833477.0
2022009.0,2020-01,79134.0,2309338.0,31142816.0
2022009.0,2020-02,40211.0,1860087.0,1860087.0
2022009.0,2020-03,20757.0,1444264.5,2374308.0
2022009.0,2020-04,18455.0,840409.0,3705197.0
2022009.0,2020-05,13908.0,724403.0,4429600.0
2022009.0,2020-06,22311.0,773691.0,5203291.0
2022009.0,2020-07,18719.0,785524.0,5988815.0
2022009.0,2020-08,593220.0,848456.0,6837271.0
2022009.0,2020-09,33145.0,3911844.3333333335,9921636.666666666
2022009.0,2020-10,44494.0,528376.0,17467199.0
2022009.0,2020-11,20523.0,779109.0,18246308.0
2022009.0,2020-12,27671.0,617556.0,18863864.0
2022009.0,2021-01,180096.0,629862.0,19493726.0
2022009.0,2021-02,131751.0,865693.0,865693.0
2022009.0,2021-03,174530.0,155931.0,1021623.0
2022009.0,2021-04,63679.666666666664,1068599.0,2090222.0
2022009.0,2021-05,20653.666666666668,1007872.0,3098095.0
2022009.0,2021-06,27240.666666666668,333539.0,3431633.0
2022009.0,2021-07,348962.6666666667,663514.0,4095147.0
2022009.0,2021-08,166215.66666666666,3427211.0,7522358.0
2022009.0,2021-09,165315.66666666666,796145.0,8318503.0
2022009.0,2021-10,350908.6666666667,993551.0,9312055.0
2022009.0,2021-11,120782.66666666667,3471484.0,12783539.0
2022009.0,2021-12,125427.66666666667,434153.0,13217692.0
2022012.0,2018-01,244089.0,20398905.0,265872126.0
2022012.0,2018-02,215574.0,22179522.0,22179522.0
2022012.0,2018-03,227044.0,18689334.0,40868857.0
2022012.0,2018-04,278383.0,22254088.0,63122944.0
2022012.0,2018-05,306890.0,22301699.0,85424644.0
2022012.0,2018-06,883804.0,26499708.0,111924352.0
2022012.0,2018-07,772679.3333333333,26723316.0,138647669.0
2022012.0,2018-08,535797.3333333333,27449277.0,166096945.0
2022012.0,2018-09,582965.3333333333,26832978.0,192929923.0
2022012.0,2018-10,199607.0,20511767.0,213441690.0
2022012.0,2018-11,171401.0,13819077.0,227260767.0
2022012.0,2018-12,151346.0,14336143.0,241596910.0
2022012.0,2019-01,180631.91666666666,15515073.0,257111983.0
2022012.0,2019-02,141512.91666666666,17787196.0,17787196.0
2022012.0,2019-03,159782.91666666666,12374725.0,30161921.0
2022012.0,2019-04,226494.58333333334,18418644.0,48580565.0
2022012.0,2019-05,275562.5833333333,20404235.0,68984800.0
2022012.0,2019-06,459581.5833333333,17298548.0,86283348.0
2022012.0,2019-07,659294.5833333334,16091571.0,102374919.0
2022012.0,2019-08,569141.5833333333,19082074.0,121456993.0
2022012.0,2019-09,569592.5833333334,20626018.0,142083011.0
2022012.0,2019-10,302357.9166666667,19236636.0,161319648.0
2022012.0,2019-11,306327.9166666667,17106322.0,178425969.0
2022012.0,2019-12,312613.9166666667,18524693.0,196950662.0
2022012.0,2020-01,258171.41666666666,19336835.0,216287497.0
2022012.0,2020-02,255975.41666666666,16662016.0,16662016.0
2022012.0,2020-03,270602.4166666666,11572932.0,28234947.0
2022012.0,2020-04,119987.41666666667,20993999.0,49228946.0
2022012.0,2020-05,197783.41666666666,17199002.0,66427949.0
2022012.0,2020-06,156097.41666666666,17326168.0,83754117.0
2022012.0,2020-07,97743.41666666667,10117681.0,93871797.0
2022012.0,2020-08,53537.416666666664,9190348.0,103062145.0
2022012.0,2020-09,82417.41666666667,8789009.0,111851154.0
2022012.0,2020-10,88592.41666666667,11037765.0,122888918.0
2022012.0,2020-11,213302.41666666666,10890447.0,133779365.0
2022012.0,2020-12,82251.41666666667,10441231.0,144220596.0
2022012.0,2021-01,148848.75,12347225.0,156567821.0
2022012.0,2021-02,134213.75,15487909.0,15487909.0
2022012.0,2021-03,166215.75,14008482.0,29496391.0
2022012.0,2021-04,99594.08333333333,13857360.0,43353751.0
2022012.0,2021-05,679446.0833333334,14419398.0,57773149.0
2022012.0,2021-06,148659.08333333334,18592300.0,76365450.0
2022012.0,2021-07,115488.41666666667,20318405.0,96683854.0
2022012.0,2021-08,168866.41666666666,22327197.0,119011052.0
2022012.0,2021-09,149706.4166666667,21668304.0,140679356.0
2022012.0,2021-10,104244.08333333334,18987770.0,159667126.0
2022012.0,2021-11,83109.08333333333,15413160.0,175080287.0
2022012.0,2021-12,128799.08333333333,17792617.0,192872904.0
2022013.0,2018-01,5500257.583333334,132666990.0,1335179218.0
2022013.0,2018-02,6142701.583333333,107214200.0,107214200.0
2022013.0,2018-03,5107070.583333333,134440295.0,241654495.0
2022013.0,2018-04,4954602.583333333,117524406.0,359178900.0
2022013.0,2018-05,5658060.583333333,115287860.0,474466760.0
2022013.0,2018-06,3036378.4404761903,111114801.0,585581561.0
2022013.0,2018-07,12524226.773809524,90893959.0,676475520.0
2022013.0,2018-08,3783541.773809524,140431711.0,816907231.0
2022013.0,2018-09,3511970.773809524,111282480.0,928189711.0
2022013.0,2018-10,8673044.44047619,113564283.0,1041753994.0
2022013.0,2018-11,8052708.44047619,122417223.0,1164171217.0
2022013.0,2018-12,14438664.440476192,121728116.0,1285899333.0
2022013.0,2019-01,8182532.166666667,161213895.0,1447113228.0
2022013.0,2019-02,6279728.166666667,155066253.0,155066253.0
2022013.0,2019-03,8827910.166666666,129954068.0,285020321.0
2022013.0,2019-04,3654553.8333333335,141211825.0,426232146.0
2022013.0,2019-05,4457442.833333333,101992529.0,528224675.0
2022013.0,2019-06,4622804.833333333,123678390.0,651903065.0
2022013.0,2019-07,10584414.166666666,99700040.0,751603105.0
2022013.0,2019-08,3885664.1666666665,139883393.0,891486499.0
2022013.0,2019-09,6107515.166666667,110635866.0,1002122364.0
2022013.0,2019-10,7737398.5,123196235.0,1125318599.0
2022013.0,2019-11,8112735.5,127507677.0,1252826276.0
2022013.0,2019-12,11383370.5,132896045.0,1385722321.0
2022013.0,2020-01,5406350.166666667,165667346.0,1551389667.0
2022013.0,2020-02,1676941.1666666665,156358202.0,156358202.0
2022013.0,2020-03,3650919.1666666665,32350065.0,188708267.0
2022013.0,2020-04,3760711.5,96730418.0,285438685.0
2022013.0,2020-05,11849095.5,102061439.0,387500125.0
2022013.0,2020-06,3920956.5,157218429.0,544718554.0
2022013.0,2020-07,7673598.833333333,115930139.0,660648692.0
2022013.0,2020-08,7339783.833333333,147972959.0,808621651.0
2022013.0,2020-09,2167866.8333333335,147654337.0,956275988.0
2022013.0,2020-10,1407843.8333333333,72879410.0,1029155399.0
2022013.0,2020-11,1415393.8333333333,19202728.0,1048358127.0
2022013.0,2020-12,1401682.8333333333,21304927.0,1069663054.0
2022013.0,2021-01,2472919.6666666665,14548391.0,1084211445.0
2022013.0,2021-02,2471113.6666666665,15260063.0,15260063.0
2022013.0,2021-03,2465966.6666666665,15759236.0,31019300.0
2022013.0,2021-04,1556027.0,14762232.0,45781532.0
2022013.0,2021-05,1557679.0,12958338.0,58739870.0
2022013.0,2021-06,1555221.0,13771425.0,72511295.0
2022013.0,2021-07,1695530.0,13601444.0,86112739.0
2022013.0,2021-08,1707711.0,14480835.0,100593574.0
2022013.0,2021-09,1696456.0,15229410.0,115822984.0
2022013.0,2021-10,1771582.6666666667,14259001.0,130081986.0
2022013.0,2021-11,1557271.6666666667,13741611.0,143823597.0
2022013.0,2021-12,1557233.6666666667,14496386.0,158319982.0
2022016.0,2018-01,39827.666666666664,0.0,6367902.0
2022016.0,2018-02,39618.666666666664,0.0,0.0
2022016.0,2018-03,38930.666666666664,0.0,0.0
2022016.0,2018-04,39184.666666666664,0.0,0.0
2022016.0,2018-05,39184.666666666664,0.0,0.0
2022016.0,2018-06,39184.666666666664,0.0,0.0
2022016.0,2018-07,18027.666666666668,0.0,0.0
2022016.0,2020-03,37218.66666666667,0.0,0.0
2022016.0,2020-04,35752.666666666664,0.0,0.0
2022016.0,2020-05,35752.666666666664,0.0,0.0
2022016.0,2020-06,35752.666666666664,0.0,0.0
2022016.0,2020-07,35752.666666666664,0.0,0.0
2022016.0,2020-08,35752.666666666664,0.0,0.0
2022016.0,2020-09,35752.666666666664,0.0,0.0
2022016.0,2020-10,35752.66666666667,0.0,0.0
2022016.0,2020-11,35752.66666666667,0.0,0.0
2022016.0,2020-12,35752.66666666667,0.0,0.0
2022016.0,2021-01,35752.666666666664,0.0,0.0
2022016.0,2021-02,35752.666666666664,0.0,0.0
2022016.0,2021-03,35752.666666666664,0.0,0.0
2022016.0,2021-04,35752.66666666667,0.0,0.0
2022016.0,2021-05,35752.66666666667,0.0,0.0
2022016.0,2021-06,35752.66666666667,0.0,0.0
2022016.0,2021-07,35752.66666666667,0.0,0.0
2022016.0,2021-08,35752.66666666667,0.0,0.0
2022016.0,2021-09,35752.66666666667,0.0,0.0
2022016.0,2021-10,35752.666666666664,0.0,0.0
2022016.0,2021-11,35752.666666666664,0.0,0.0
2022016.0,2021-12,35752.666666666664,0.0,0.0
2022018.0,2018-01,83936.33333333333,2361621.0,14897311.0
2022018.0,2018-02,152714.33333333334,803942.0,803942.0
2022018.0,2018-03,108749.33333333333,1067321.0,1871263.0
2022018.0,2018-04,75122.33333333333,1632190.0,3503453.0
2022018.0,2018-05,81882.33333333334,795525.0,4298978.0
2022018.0,2018-06,75755.33333333333,1044548.0,5343525.0
2022018.0,2018-07,76111.0,941020.0,6284545.0
2022018.0,2018-08,82754.0,580505.0,6865050.0
2022018.0,2018-09,133508.0,626000.0,7491051.0
2022018.0,2018-10,126928.33333333333,1597645.0,9088695.0
2022018.0,2018-11,76354.33333333333,1063674.0,10152370.0
2022018.0,2018-12,212174.3333333333,735418.0,10887787.0
2022018.0,2019-01,94171.5,2706996.0,13594783.0
2022018.0,2019-02,93747.5,1084446.0,1084446.0
2022018.0,2019-03,110214.5,782429.0,1866875.0
2022018.0,2019-04,62791.166666666664,1526606.0,3393481.0
2022018.0,2019-05,51468.166666666664,743659.0,4137140.0
2022018.0,2019-06,62361.166666666664,895689.0,5032829.0
2022018.0,2019-07,76178.16666666667,1062695.0,6095524.0
2022018.0,2019-08,67993.16666666667,668370.0,6763894.0
2022018.0,2019-09,97777.16666666667,650686.0,7414580.0
2022018.0,2019-10,77309.16666666667,1615788.0,9030367.0
2022018.0,2019-11,74569.16666666667,890945.0,9921312.0
2022018.0,2019-12,103388.16666666667,948214.0,10869526.0
2022018.0,2020-01,13467.0,2528161.0,13397687.0
2022018.0,2020-02,7688.0,1052899.0,1052899.0
2022018.0,2020-03,43217.0,1099806.0,7535888.285714285
2022018.0,2020-04,11311.666666666666,1385080.0,2449928.0
2022018.0,2020-05,12164.666666666666,339967.0,2789895.0
2022018.0,2020-06,26019.666666666668,370817.0,3160712.0
2022018.0,2020-07,11985.666666666666,678537.8333333334,2431584.6666666665
2022018.0,2020-08,9938.666666666666,447063.0,4518290.0
2022018.0,2020-09,43254.666666666664,560601.0,5078890.0
2022018.0,2020-10,11738.0,1517702.0,6596593.0
2022018.0,2020-11,12141.0,820276.0,7416869.0
2022018.0,2020-12,36424.0,1121959.25,8940071.75
2022018.0,2021-01,17464.333333333332,2488191.0,10515875.0
2022018.0,2021-02,11660.333333333334,1105548.375,7996552.25
2022018.0,2021-03,36152.333333333336,487443.0,966971.0
2022018.0,2021-04,14085.0,1230846.0,2197817.0
2022018.0,2021-05,10592.0,641042.0,2838859.0
2022018.0,2021-06,34576.0,580575.0,3419434.0
2022018.0,2021-07,61215.0,1026262.0,4445696.0
2022018.0,2021-08,59619.0,353714.0,4799411.0
2022018.0,2021-09,83017.0,157769.0,4957180.0
2022018.0,2021-10,65150.0,912158.0,5869337.0
2022018.0,2021-11,62403.0,215816.0,6085153.0
2022018.0,2021-12,89939.0,142052.0,6227205.0
2022019.0,2018-01,73836.41666666667,2742765.0,35130436.0
2022019.0,2018-02,92382.41666666667,2352801.0,2352801.0
2022019.0,2018-03,129134.41666666667,3003330.0,5356131.0
2022019.0,2018-04,105839.41666666667,1901120.0,7257251.0
2022019.0,2018-05,113960.41666666667,2909836.0,10167088.0
2022019.0,2018-06,116240.41666666667,3731349.0,13898436.0
2022019.0,2018-07,32376.75,3339906.0,17238342.0
2022019.0,2018-08,28483.75,2765260.0,20003603.0
2022019.0,2018-09,45407.75,2817244.0,22820846.0
2022019.0,2018-10,28206.416666666668,3140516.0,25961362.0
2022019.0,2018-11,28276.416666666668,4304625.0,30265987.0
2022019.0,2018-12,38607.416666666664,3714187.0,33980174.0
2022019.0,2019-01,35744.16666666667,5178999.0,39159173.0
2022019.0,2019-02,35744.16666666667,7957709.0,7957709.0
2022019.0,2019-03,42834.16666666667,4482236.0,12439945.0
2022019.0,2019-04,31864.5,4590833.0,17030778.0
2022019.0,2019-05,34691.5,4217306.0,21248084.0
2022019.0,2019-06,35997.5,5522670.0,26770754.0
2022019.0,2019-07,27991.833333333336,4467856.0,31238610.0
2022019.0,2019-08,27599.833333333336,4357840.0,35596450.0
2022019.0,2019-09,30666.833333333336,3668202.0,39264651.0
2022019.0,2019-10,27693.5,3216125.0,42480776.0
2022019.0,2019-11,27693.5,4042309.0,46523085.0
2022019.0,2019-12,30760.5,4273463.0,50796548.0
2022019.0,2020-01,12336.5,6026502.0,56823050.0
2022019.0,2020-02,12336.5,7602639.0,7602639.0
2022019.0,2020-03,12336.5,622405.0,8225045.0
2022019.0,2020-04,15848.166666666666,1467975.0,9693019.0
2022019.0,2020-05,12399.166666666666,2849611.0,12542630.0
2022019.0,2020-06,13466.166666666666,4496722.0,17039352.0
2022019.0,2020-07,13120.5,4153254.0,21192606.0
2022019.0,2020-08,13120.5,3719136.0,24911742.0
2022019.0,2020-09,13120.5,3941795.0,28853537.0
2022019.0,2020-10,16292.5,4158915.0,33012452.0
2022019.0,2020-11,16292.5,6351409.0,39363861.0
2022019.0,2020-12,16292.5,5313474.0,44677335.0
2022019.0,2021-01,20438.416666666664,6229200.0,50906535.0
2022019.0,2021-02,20438.416666666664,6151168.0,6151168.0
2022019.0,2021-03,20438.416666666664,5691020.0,11842189.0
2022019.0,2021-04,56800.08333333333,4731177.0,31099412.25
2022019.0,2021-05,202756.0833333333,4536222.0,20797340.0
2022019.0,2021-06,111960.08333333333,6650006.0,27447346.0
2022019.0,2021-07,74304.08333333333,5221890.0,32669236.0
2022019.0,2021-08,58052.083333333336,4519801.0,37189037.0
2022019.0,2021-09,34848.083333333336,2886451.0,40075489.0
2022019.0,2021-10,132166.75,4316655.0,44392143.0
2022019.0,2021-11,58188.75,7554933.0,51947076.0
2022019.0,2021-12,35207.75,5892101.0,57839178.0
2022020.0,2018-01,49682.666666666664,1567515.0,19359307.0
2022020.0,2018-02,32486.666666666664,1320050.0,1320050.0
2022020.0,2018-03,19686.666666666664,1067106.0,2387156.0
2022020.0,2018-04,59354.33333333333,1644322.0,4031478.0
2022020.0,2018-05,95571.33333333333,2266570.0,6298048.0
